appid,name,genre_category,discount_start,discount_end,discount_pct,duration_days
105600,Terraria,Action,2024-05-27,2024-06-03,50,7
105600,Terraria,Action,2024-06-27,2024-07-11,50,13
105600,Terraria,Action,2024-11-27,2024-12-04,50,6
105600,Terraria,Action,2024-12-19,2025-01-02,50,13
105600,Terraria,Action,2025-03-13,2025-03-20,50,6
105600,Terraria,Action,2025-04-10,2025-04-14,50,4
105600,Terraria,Action,2025-06-26,2025-07-10,50,13
105600,Terraria,Action,2025-09-29,2025-10-06,50,6
105600,Terraria,Action,2025-12-18,2026-01-05,50,18
105600,Terraria,Action,2026-03-19,2026-03-26,50,6
252490,Rust,Action,2024-05-27,2024-06-03,50,7
252490,Rust,Action,2024-06-27,2024-07-11,33,13
252490,Rust,Action,2024-07-15,2024-07-22,50,7
252490,Rust,Action,2024-10-03,2024-10-08,40,5
252490,Rust,Action,2024-11-07,2024-11-09,40,2
252490,Rust,Action,2024-11-27,2024-12-04,40,6
252490,Rust,Action,2024-12-09,2025-01-02,50,24
252490,Rust,Action,2025-02-06,2025-02-08,50,1
252490,Rust,Action,2025-03-13,2025-03-20,40,6
252490,Rust,Action,2025-03-24,2025-04-01,40,7
252490,Rust,Action,2025-05-01,2025-05-03,50,1
252490,Rust,Action,2025-06-26,2025-07-10,40,13
252490,Rust,Action,2025-08-07,2025-08-14,50,7
252490,Rust,Action,2025-09-29,2025-10-06,50,6
252490,Rust,Action,2025-10-23,2025-11-06,40,13
252490,Rust,Action,2025-12-08,2026-01-05,50,28
252490,Rust,Action,2026-02-05,2026-02-19,50,13
252490,Rust,Action,2026-03-19,2026-03-26,50,6
252490,Rust,Action,2026-04-27,2026-05-11,50,14
2358720,Black Myth: Wukong,RPG,2025-06-20,2025-07-10,20,20
2358720,Black Myth: Wukong,RPG,2026-02-09,2026-02-23,25,13
1245620,ELDEN RING,RPG,2024-06-27,2024-07-11,30,13
1245620,ELDEN RING,RPG,2024-09-19,2024-09-26,30,7
1245620,ELDEN RING,RPG,2024-12-19,2025-01-02,40,13
1245620,ELDEN RING,RPG,2025-03-13,2025-03-20,40,6
1245620,ELDEN RING,RPG,2025-06-26,2025-07-10,40,13
1245620,ELDEN RING,RPG,2025-12-18,2026-01-05,35,18
1245620,ELDEN RING,RPG,2026-03-19,2026-03-26,35,7
553850,HELLDIVERS 2,Action,2024-09-12,2024-09-19,20,7
553850,HELLDIVERS 2,Action,2024-11-27,2024-12-04,20,6
553850,HELLDIVERS 2,Action,2024-12-12,2024-12-18,20,5
553850,HELLDIVERS 2,Action,2024-12-19,2025-01-02,20,13
553850,HELLDIVERS 2,Action,2025-02-06,2025-02-12,20,5
553850,HELLDIVERS 2,Action,2025-03-13,2025-03-20,20,6
553850,HELLDIVERS 2,Action,2025-05-20,2025-05-27,20,6
553850,HELLDIVERS 2,Action,2025-06-27,2025-07-10,20,13
553850,HELLDIVERS 2,Action,2025-09-29,2025-10-06,20,6
553850,HELLDIVERS 2,Action,2025-11-20,2025-12-02,20,11
553850,HELLDIVERS 2,Action,2025-12-18,2026-01-05,20,17
553850,HELLDIVERS 2,Action,2026-02-05,2026-02-15,25,9
553850,HELLDIVERS 2,Action,2026-03-19,2026-03-26,25,6
550,Left 4 Dead 2,Action,2024-06-27,2024-07-11,90,14
550,Left 4 Dead 2,Action,2024-10-28,2024-11-04,90,7
550,Left 4 Dead 2,Action,2024-11-14,2024-11-18,80,4
550,Left 4 Dead 2,Action,2024-11-27,2024-12-04,80,6
550,Left 4 Dead 2,Action,2024-12-19,2025-01-02,80,13
550,Left 4 Dead 2,Action,2025-02-10,2025-02-17,90,6
550,Left 4 Dead 2,Action,2025-03-13,2025-03-20,80,6
550,Left 4 Dead 2,Action,2025-05-26,2025-06-02,90,6
550,Left 4 Dead 2,Action,2025-06-27,2025-07-10,80,13
550,Left 4 Dead 2,Action,2025-09-29,2025-10-06,80,6
550,Left 4 Dead 2,Action,2025-10-27,2025-11-03,80,7
550,Left 4 Dead 2,Action,2025-12-18,2026-01-05,80,18
550,Left 4 Dead 2,Action,2026-03-19,2026-03-26,80,6
381210,Dead by Daylight,Action,2024-06-03,2024-06-17,60,14
381210,Dead by Daylight,Action,2024-06-27,2024-07-11,60,13
381210,Dead by Daylight,Action,2024-07-25,2024-08-08,60,13
381210,Dead by Daylight,Action,2024-10-20,2024-11-03,60,13
381210,Dead by Daylight,Action,2024-11-27,2024-12-04,60,6
381210,Dead by Daylight,Action,2024-12-19,2025-01-02,65,13
381210,Dead by Daylight,Action,2025-02-10,2025-02-24,60,13
381210,Dead by Daylight,Action,2025-03-13,2025-03-20,60,6
381210,Dead by Daylight,Action,2025-04-02,2025-04-15,60,13
381210,Dead by Daylight,Action,2025-06-17,2025-07-10,60,23
381210,Dead by Daylight,Action,2025-07-29,2025-08-12,60,13
381210,Dead by Daylight,Action,2025-09-29,2025-10-06,60,6
381210,Dead by Daylight,Action,2025-10-20,2025-11-03,60,13
381210,Dead by Daylight,Action,2025-12-18,2026-01-05,60,17
381210,Dead by Daylight,Action,2026-01-27,2026-02-10,60,13
381210,Dead by Daylight,Action,2026-03-17,2026-03-26,60,9
381210,Dead by Daylight,Action,2026-04-23,2026-05-07,60,13
739630,Phasmophobia,Action,2024-06-27,2024-07-11,25,14
739630,Phasmophobia,Action,2024-08-08,2024-08-15,20,7
739630,Phasmophobia,Action,2024-10-28,2024-11-04,25,7
739630,Phasmophobia,Action,2024-11-27,2024-12-04,20,6
739630,Phasmophobia,Action,2024-12-12,2024-12-18,20,5
739630,Phasmophobia,Action,2024-12-19,2025-01-02,25,13
739630,Phasmophobia,Action,2025-02-24,2025-03-03,25,7
739630,Phasmophobia,Action,2025-03-13,2025-03-20,25,6
739630,Phasmophobia,Action,2025-06-05,2025-06-12,25,6
739630,Phasmophobia,Action,2025-06-27,2025-07-10,25,13
739630,Phasmophobia,Action,2025-08-07,2025-08-14,25,7
739630,Phasmophobia,Action,2025-09-29,2025-10-06,25,6
739630,Phasmophobia,Action,2025-10-27,2025-11-03,25,7
739630,Phasmophobia,Action,2025-12-04,2026-01-05,30,32
739630,Phasmophobia,Action,2026-01-17,2026-01-31,30,14
739630,Phasmophobia,Action,2026-03-19,2026-03-28,30,8
739630,Phasmophobia,Action,2026-05-05,2026-05-19,30,13
1174180,Red Dead Redemption 2,Action,2024-05-27,2024-06-10,60,13
1174180,Red Dead Redemption 2,Action,2024-06-27,2024-07-11,67,13
1174180,Red Dead Redemption 2,Action,2024-07-15,2024-07-29,67,13
1174180,Red Dead Redemption 2,Action,2024-08-29,2024-09-12,60,14
1174180,Red Dead Redemption 2,Action,2024-11-27,2024-12-04,67,6
1174180,Red Dead Redemption 2,Action,2024-12-05,2025-01-02,67,28
1174180,Red Dead Redemption 2,Action,2025-01-23,2025-02-06,75,14
1174180,Red Dead Redemption 2,Action,2025-03-13,2025-03-20,75,6
1174180,Red Dead Redemption 2,Action,2025-04-03,2025-04-17,75,13
1174180,Red Dead Redemption 2,Action,2025-05-19,2025-06-02,75,14
1174180,Red Dead Redemption 2,Action,2025-06-27,2025-07-24,75,27
1174180,Red Dead Redemption 2,Action,2025-08-25,2025-09-08,75,13
1174180,Red Dead Redemption 2,Action,2025-09-29,2025-10-06,75,6
1174180,Red Dead Redemption 2,Action,2025-10-08,2025-10-20,75,12
1174180,Red Dead Redemption 2,Action,2025-11-20,2025-12-04,75,13
1174180,Red Dead Redemption 2,Action,2025-12-23,2026-01-05,75,13
1174180,Red Dead Redemption 2,Action,2026-01-22,2026-02-05,75,13
1174180,Red Dead Redemption 2,Action,2026-03-19,2026-04-09,75,20
1174180,Red Dead Redemption 2,Action,2026-05-11,2026-05-19,75,8
413150,Stardew Valley,Casual/Lightweight,2024-06-27,2024-07-11,40,13
413150,Stardew Valley,Casual/Lightweight,2024-08-09,2024-08-15,20,6
413150,Stardew Valley,Casual/Lightweight,2024-10-07,2024-10-14,50,7
413150,Stardew Valley,Casual/Lightweight,2024-11-27,2024-12-04,30,6
413150,Stardew Valley,Casual/Lightweight,2024-12-19,2025-01-02,40,13
413150,Stardew Valley,Casual/Lightweight,2025-03-13,2025-03-20,40,6
413150,Stardew Valley,Casual/Lightweight,2025-06-26,2025-07-10,50,13
413150,Stardew Valley,Casual/Lightweight,2025-08-07,2025-08-14,30,7
413150,Stardew Valley,Casual/Lightweight,2025-09-29,2025-10-06,30,6
413150,Stardew Valley,Casual/Lightweight,2025-12-18,2026-01-05,40,18
413150,Stardew Valley,Casual/Lightweight,2026-03-19,2026-03-26,50,6
413150,Stardew Valley,Casual/Lightweight,2026-05-14,2026-05-19,50,5
1091500,Cyberpunk 2077,RPG,2024-05-19,2024-05-26,50,6
1091500,Cyberpunk 2077,RPG,2024-06-27,2024-07-14,50,16
1091500,Cyberpunk 2077,RPG,2024-08-12,2024-08-19,50,6
1091500,Cyberpunk 2077,RPG,2024-09-19,2024-09-29,50,9
1091500,Cyberpunk 2077,RPG,2024-10-29,2024-11-10,50,11
1091500,Cyberpunk 2077,RPG,2024-11-27,2024-12-04,55,6
1091500,Cyberpunk 2077,RPG,2024-12-10,2024-12-18,55,8
1091500,Cyberpunk 2077,RPG,2024-12-20,2025-01-02,55,13
1091500,Cyberpunk 2077,RPG,2025-01-24,2025-02-02,55,8
1091500,Cyberpunk 2077,RPG,2025-03-13,2025-03-27,60,13
1091500,Cyberpunk 2077,RPG,2025-05-15,2025-05-25,60,10
1091500,Cyberpunk 2077,RPG,2025-06-26,2025-07-10,65,13
1091500,Cyberpunk 2077,RPG,2025-08-04,2025-08-17,65,12
1091500,Cyberpunk 2077,RPG,2025-09-18,2025-09-28,65,9
1091500,Cyberpunk 2077,RPG,2025-09-29,2025-10-06,65,6
1091500,Cyberpunk 2077,RPG,2025-11-27,2025-12-11,65,14
1091500,Cyberpunk 2077,RPG,2025-12-18,2026-01-05,65,17
1091500,Cyberpunk 2077,RPG,2026-02-12,2026-02-22,55,9
1091500,Cyberpunk 2077,RPG,2026-03-19,2026-03-26,65,7
1091500,Cyberpunk 2077,RPG,2026-04-20,2026-05-03,65,12
292030,The Witcher 3: Wild Hunt,,2024-05-19,2024-05-26,75,6
292030,The Witcher 3: Wild Hunt,,2024-06-27,2024-07-11,90,13
292030,The Witcher 3: Wild Hunt,,2024-08-12,2024-08-19,75,6
292030,The Witcher 3: Wild Hunt,,2024-09-19,2024-09-29,75,9
292030,The Witcher 3: Wild Hunt,,2024-10-29,2024-11-10,75,12
292030,The Witcher 3: Wild Hunt,,2024-11-27,2024-12-04,75,6
292030,The Witcher 3: Wild Hunt,,2024-12-10,2024-12-18,80,8
292030,The Witcher 3: Wild Hunt,,2024-12-19,2025-01-02,80,13
292030,The Witcher 3: Wild Hunt,,2025-01-24,2025-02-02,80,9
292030,The Witcher 3: Wild Hunt,,2025-03-13,2025-03-27,80,13
292030,The Witcher 3: Wild Hunt,,2025-05-15,2025-05-25,90,10
292030,The Witcher 3: Wild Hunt,,2025-06-26,2025-07-10,80,13
292030,The Witcher 3: Wild Hunt,,2025-08-04,2025-08-17,80,12
292030,The Witcher 3: Wild Hunt,,2025-09-18,2025-09-28,80,9
292030,The Witcher 3: Wild Hunt,,2025-09-29,2025-10-06,80,6
292030,The Witcher 3: Wild Hunt,,2025-11-27,2025-12-11,90,14
292030,The Witcher 3: Wild Hunt,,2025-12-18,2026-01-05,90,17
292030,The Witcher 3: Wild Hunt,,2026-02-12,2026-02-22,80,9
292030,The Witcher 3: Wild Hunt,,2026-03-19,2026-03-26,80,6
292030,The Witcher 3: Wild Hunt,,2026-04-20,2026-05-03,80,12
1086940,Baldur's Gate 3,RPG,2024-05-19,2024-05-23,15,3
1086940,Baldur's Gate 3,RPG,2024-06-27,2024-07-14,20,16
1086940,Baldur's Gate 3,RPG,2024-09-05,2024-09-09,20,4
1086940,Baldur's Gate 3,RPG,2024-11-04,2024-11-11,20,7
1086940,Baldur's Gate 3,RPG,2024-11-27,2024-12-04,20,6
1086940,Baldur's Gate 3,RPG,2024-12-19,2025-01-02,20,13
1086940,Baldur's Gate 3,RPG,2025-02-10,2025-02-17,20,6
1086940,Baldur's Gate 3,RPG,2025-03-13,2025-03-20,20,6
1086940,Baldur's Gate 3,RPG,2025-04-07,2025-04-21,20,13
